merchant_id,merchant_avg_rating,seating_capacity,avg_daily_orders,merchant_reliability_score,chain_flag,cuisine_type,bias_type
111,3.5795029058275363,11,121,0.511452933298592,1,Fine Dining,2
112,3.322442574508009,89,115,0.7829484816775002,1,Casual Dining,0
113,4.859395304685146,34,70,0.5180298810311336,0,Cafe,0
114,4.616240759128834,69,120,0.5426246225057751,1,QSR,3
115,4.266807513020847,88,90,0.8525420173070546,0,Fine Dining,3
116,4.742921180375435,33,90,0.8678040532510582,0,Bakery,1
117,4.607344153798229,24,29,0.9069903365863994,0,Bakery,1
118,3.3731401177720715,23,116,0.7371207558851525,0,Casual Dining,1
119,4.785117996979956,63,25,0.9299037410080941,0,Fine Dining,1
120,4.078684483831301,87,96,0.5834191458208122,0,Fine Dining,2
121,4.614880310328125,15,96,0.6248582068175013,1,Fine Dining,1
122,4.792182599846987,87,21,0.5672510738009857,0,QSR,2
123,3.6360069499437278,90,70,0.8987686302909383,0,QSR,1
124,3.2201038490553535,27,140,0.6143375591933095,0,Cafe,3
125,3.4558703250838834,29,147,0.5777556213791478,0,Bakery,1
126,3.8542155772525124,71,21,0.8115553437940282,0,QSR,1
127,4.6360295318449865,90,70,0.5385410131803372,0,Bakery,3
128,4.721461166512687,89,89,0.5224501386100863,0,Fine Dining,0
129,3.0139042610623816,49,39,0.5533588242762295,0,QSR,3
130,4.021494605155132,48,42,0.5001204419935839,1,Bakery,0
131,3.834822006297558,61,73,0.8484950771108962,1,QSR,1
132,3.4442156209414607,41,76,0.7811176608572393,0,Fine Dining,0
133,3.239730734667366,82,134,0.604937554518862,0,Fine Dining,0
134,3.675230342807256,36,142,0.6165024739887979,0,Fine Dining,1
135,4.885819407825038,61,55,0.9054842992350198,1,Cafe,0
136,3.6464058640415105,72,90,0.7509100579301502,0,Bakery,3
137,4.037581243486732,83,88,0.8492641785408699,0,Cafe,2
138,4.406037917790355,72,77,0.7263777256374577,0,Casual Dining,2
139,3.727259204758588,26,82,0.6188590130103961,1,Casual Dining,3
140,4.943564165441922,58,35,0.9852014003414534,0,QSR,1
141,4.9248945898842225,90,97,0.7828237816876987,0,QSR,0
142,3.5035645916507283,91,141,0.5654909518839561,0,QSR,2
143,3.994497011784771,32,21,0.7030450210919534,0,Cafe,1
144,3.601756619633539,81,133,0.6646687059734504,1,Fine Dining,0
145,3.5696809887549352,22,133,0.6070437342942607,1,QSR,0
146,3.0737738947090656,32,143,0.9667199946201297,1,QSR,1
147,4.219128667959794,66,105,0.9404599977298762,0,Casual Dining,0
148,4.005358046457723,71,148,0.5995735582600582,0,Fine Dining,0
149,3.1029575024999785,63,40,0.6760739445277584,0,Cafe,1
150,3.557292928473223,29,20,0.8811576958354108,0,Fine Dining,0
151,4.816531771933308,95,77,0.6042530240701078,1,Casual Dining,2
152,3.4791237813339446,61,20,0.7957824313021222,0,Cafe,1
153,3.289789744182446,32,26,0.8498969710624082,0,Bakery,0
154,3.9789055205551263,44,70,0.8269861628553832,1,QSR,3
155,4.971300908221202,76,22,0.8532043201377503,1,Cafe,0
156,3.484110543023001,43,50,0.8533497945143815,0,Casual Dining,1
157,4.3442710948117575,42,119,0.9824029599244641,0,Fine Dining,1
158,4.523239230657435,55,81,0.6732494447601598,0,Cafe,0
159,3.4752750879847993,90,127,0.9392952121879198,1,Casual Dining,1
160,4.456432697223719,54,74,0.5109035312575534,0,Cafe,0
161,3.7355662654385062,28,63,0.6441014816616416,1,QSR,0
162,4.264611661187159,96,100,0.5243278909995658,0,Fine Dining,2
163,4.26705942152179,24,49,0.8256019799779202,0,Fine Dining,0
164,4.071549368149517,87,85,0.5503951853658098,0,Cafe,0
165,3.1805795401088166,75,33,0.9228534318260231,0,Casual Dining,2
166,4.670604991178476,48,120,0.8232958418951299,1,QSR,2
167,3.6415601299434717,27,125,0.5144077005268028,0,QSR,1
168,3.3730370207997087,79,122,0.8573886827173115,0,Cafe,3
169,3.081550283109528,68,81,0.9310174736284805,0,Bakery,2
170,4.181785886376484,41,94,0.8305605038310747,1,Cafe,1
171,4.355128723684565,30,98,0.5152621079675161,0,QSR,2
172,3.033175657855712,49,126,0.9289597742302033,1,Fine Dining,0
173,4.024186116598562,36,115,0.8662319564670176,0,Cafe,1
174,3.452991550395876,11,59,0.6892256562419921,0,Cafe,3
175,4.2903455808189,89,126,0.6643151291577514,0,Fine Dining,2
176,3.348732858009983,48,36,0.73991009070372,0,Cafe,0
177,4.381875476204932,95,34,0.9335508754689354,0,Casual Dining,3
178,3.773470692601075,65,35,0.6260296759347788,1,Fine Dining,2
179,4.873459977473469,22,32,0.5504819056206005,0,Fine Dining,0
180,3.2750418882919865,65,55,0.932318186480525,0,Fine Dining,2
181,3.682132702100517,75,62,0.5131449244403614,0,QSR,3
182,3.226947042481178,87,133,0.9554985111220322,0,Cafe,0
183,4.849387236557126,65,93,0.6528725971507003,1,Bakery,0
184,4.754678706761962,37,100,0.7541113508441338,1,Cafe,1
185,3.515883255430311,73,113,0.566147762376114,0,Cafe,0
186,4.319968092068358,80,49,0.9511274846883426,0,QSR,1
187,4.634444400402431,91,49,0.8749181116922023,0,Casual Dining,0
188,4.110401623198925,73,29,0.9620777933040171,0,Casual Dining,1
189,4.059301156712013,65,118,0.8416145255590812,0,QSR,2
190,3.4837045818009034,50,113,0.5923468883711631,1,QSR,2
191,3.1862055356117986,50,58,0.6541335014931247,0,QSR,0
192,4.794431515906654,13,56,0.7434242875517367,0,Cafe,2
193,4.8008361143266605,66,108,0.8036291026801035,0,QSR,1
194,4.266202914546536,39,33,0.9632297186681369,0,Bakery,3
195,3.6780595820974016,97,58,0.6919757328945695,0,Fine Dining,0
196,3.698419149225322,93,149,0.851536010953573,0,Casual Dining,1
197,4.451911357740479,55,62,0.9805044244554109,1,Bakery,0
198,4.794220519905155,65,27,0.5761870317077264,0,Casual Dining,1
199,4.774172848530235,40,115,0.9313547943897741,0,Cafe,0
200,4.559751091715247,97,84,0.7103530351965993,1,Cafe,3
201,4.284063292308575,16,98,0.8662108879646684,1,QSR,1
202,3.1682799299900974,99,87,0.6467691693685418,0,Casual Dining,3
203,3.3232574281892275,86,111,0.6669921091330008,0,Cafe,1
204,4.797108377054158,63,29,0.513566612434033,1,Cafe,0
205,4.21285811931918,17,94,0.9857020765834799,0,Casual Dining,0
206,3.018394103233259,64,80,0.9067262876153922,0,Cafe,1
207,3.2029430857320644,78,66,0.5469589789631102,0,QSR,3
208,4.327003538216111,53,22,0.9997543978318872,1,Cafe,2
209,3.0101231676924374,22,122,0.8025122986014708,0,Bakery,2
210,3.321616102834997,29,36,0.9268643189821915,0,Bakery,1
211,4.0974675787331725,87,41,0.5333303816389345,0,QSR,0
212,4.383790395385386,41,135,0.6947255892459618,1,Bakery,0
213,4.3039225190052015,69,110,0.834825561151805,0,Cafe,2
214,3.44853861892112,59,123,0.5532168593498508,1,Bakery,0
215,4.4243584426950715,36,22,0.7444514193270003,0,Bakery,0
216,3.4744981749936,34,71,0.7213389372720708,0,Cafe,2
217,3.6507993963185355,61,130,0.6080201122367899,1,Casual Dining,0
218,4.4929828102360485,77,61,0.6501349179259011,0,QSR,2
219,4.29926579809443,30,149,0.9835591772474912,1,Casual Dining,0
220,4.698446820988356,27,58,0.644324243004968,1,Casual Dining,0
221,4.3152257846006865,48,65,0.6067130669842056,1,Bakery,0
222,4.136617206670943,24,67,0.7681045855341667,1,Fine Dining,2
223,3.187349535656185,62,46,0.8354790170351489,1,Casual Dining,1
224,3.7354316061188673,47,34,0.8625465555347824,0,Cafe,0
225,3.530404735363451,57,26,0.8771235922484582,0,Cafe,0
226,3.487979286758167,61,128,0.5184162457573765,0,Cafe,3
227,4.946021109504891,97,61,0.6968802001897816,0,Fine Dining,2
228,3.786195449333521,81,28,0.8869790398915451,1,Fine Dining,1
229,4.784093110354227,37,124,0.9524260509000647,0,QSR,1
230,4.262277251994526,94,95,0.8011000616663917,0,Fine Dining,1
231,4.589622607083297,25,49,0.5261534267548429,1,QSR,2
232,4.005274186210384,25,103,0.6983229029275656,1,Cafe,2
233,4.153807769252718,44,145,0.5371135579342273,1,Fine Dining,0
234,3.985035387637728,26,103,0.8742689313422922,1,Bakery,2
235,3.390485975596089,82,73,0.5317527346408326,0,Bakery,2
236,4.444904230523011,61,129,0.5928655333675886,1,Bakery,1
237,3.5615447248817116,91,46,0.7084792119823871,0,Fine Dining,1
238,3.0486319328629077,21,103,0.731324183557436,1,Fine Dining,2
239,4.290944591814336,92,26,0.7032408501575061,0,Fine Dining,2
240,3.354221358814098,57,123,0.731698323303,1,Bakery,0
241,4.880917168705828,31,91,0.8566195760100999,0,Cafe,1
242,4.907857154005175,58,21,0.6846344114777707,0,Casual Dining,3
243,4.829728780440897,61,69,0.7738752295753095,1,Cafe,2
244,3.7403174005108886,88,37,0.6516846287643661,1,Fine Dining,3
245,3.030913233057735,10,35,0.6768137475452414,1,Casual Dining,2
246,4.8566371251754505,75,71,0.8068994795210405,0,Casual Dining,1
247,3.8563682966346287,73,103,0.7452473258185099,0,Cafe,1
248,4.933309638087339,17,115,0.8615181474296405,0,Bakery,2
249,4.927239954178505,95,61,0.7802692940258749,0,QSR,2
250,4.70601891093472,34,132,0.9017870426919364,0,Bakery,2
251,3.5888977841391716,75,143,0.7217041064973583,1,Bakery,3
252,3.7701954572038505,82,34,0.7455168099334007,0,Casual Dining,0
253,4.702273343033713,82,109,0.8349856744504698,1,Fine Dining,2
254,3.633844010312555,86,61,0.6106219722060244,0,Fine Dining,1
255,3.338985493372185,79,64,0.6929647684656304,0,Casual Dining,2
256,4.1136025249167005,88,113,0.8124206220058539,0,Bakery,1
257,4.872309548321562,60,126,0.5144381346328681,1,Cafe,3
258,4.392059593349946,62,41,0.7184857168169708,1,QSR,1
259,4.1401223401787295,24,147,0.7994249681530584,0,Bakery,0
260,3.194352987541537,59,57,0.9836877659890989,0,Bakery,1
261,4.23001445339834,80,116,0.9385082808088356,0,QSR,2
262,4.980107700208526,84,120,0.640370976471329,1,Cafe,1
263,3.280168030473048,47,26,0.7536050520144624,1,QSR,2
264,4.036659304727474,49,63,0.5282071863300457,0,Casual Dining,0
265,4.754746143855911,75,95,0.6203772074089036,0,QSR,3
266,4.481537235508409,48,26,0.8874279340340451,0,QSR,0
267,4.394031481990536,83,79,0.5616570061376722,0,Bakery,1
268,4.404968167974219,26,20,0.6288452624169782,0,Bakery,1
269,3.7189823024395103,16,81,0.972021250867904,0,Fine Dining,3
270,3.5871836885289867,48,106,0.911927900246229,0,QSR,2
271,4.618722310957027,77,108,0.8909138563244561,0,Casual Dining,1
272,4.6202267893583615,44,37,0.9322787451510783,0,Fine Dining,0
273,4.734144637160208,60,127,0.874802843291177,0,QSR,0
274,4.826481105112943,56,134,0.5602931080591175,0,Bakery,1
275,4.022684797721876,45,73,0.7582806632426157,0,Casual Dining,0
276,4.003032589374399,73,86,0.7221219604011611,0,Cafe,1
277,4.59659035793355,98,112,0.6555757891351901,0,Fine Dining,0
278,4.29992786155553,22,78,0.9170202048598027,1,Bakery,2
279,4.403933754515407,27,88,0.7320696011871168,1,Cafe,2
280,4.591585338872202,30,117,0.5301488006787749,0,QSR,1
281,4.780010683635132,74,27,0.6374827918601341,0,Casual Dining,0
282,3.6759903137030716,17,74,0.6143105290147226,1,Bakery,0
283,3.751165905279888,57,148,0.9437394424056418,1,Bakery,1
284,3.187963879681738,94,75,0.8237190503195,0,Casual Dining,2
285,4.156560281992348,52,123,0.7801881329410376,0,Bakery,2
286,3.071884547593484,62,133,0.7533246208393525,1,Bakery,1
287,3.9311960362649203,94,107,0.8250565137707327,0,QSR,0
288,4.085289269415153,36,127,0.8774377733885623,1,Fine Dining,0
289,3.573082504256569,28,42,0.777192352915755,0,Cafe,0
290,4.1816665211380215,32,120,0.9691427075763053,1,Casual Dining,0
291,3.061000499878099,59,75,0.9884170853251923,0,Cafe,0
292,3.074696377498429,60,127,0.9976711583044116,0,Casual Dining,0
293,4.6452011213193165,52,114,0.8346955550443224,1,Casual Dining,1
294,3.720381282822526,60,25,0.9663102333779392,0,Bakery,0
295,3.2541210253037693,78,49,0.7022398476539773,0,QSR,1
296,4.044486520109609,50,148,0.9297961956236926,1,Casual Dining,0
297,4.539987106197222,81,70,0.9545871493698405,0,Cafe,2
298,3.431642054993686,20,125,0.9520702361661377,0,Fine Dining,0
299,4.245780951638,89,108,0.9154231414541908,0,Cafe,0
300,3.170694929987536,97,146,0.7032995808206253,0,QSR,0
301,3.1033634423372156,94,65,0.5794537409903672,1,Fine Dining,3
302,4.062709263136296,61,140,0.6669781781722229,1,Bakery,1
303,4.081270243220213,32,118,0.8836442846490464,0,Cafe,1
304,4.2748598029964135,58,88,0.6164427556649876,0,Cafe,3
305,4.452182667445323,47,82,0.7391360324129862,0,Casual Dining,2
306,4.951704158925069,56,69,0.782699758992336,1,Casual Dining,0
307,4.03260069660239,81,31,0.8019292812189376,1,Fine Dining,1
308,3.645912945882492,16,88,0.9678627741893993,1,Bakery,2
309,4.590372389537407,75,92,0.8307465102071587,1,Casual Dining,1
310,3.5416645025241484,86,63,0.8931494080386511,0,Cafe,0
311,3.877942841411272,71,71,0.7909391739458167,0,Fine Dining,2
312,3.1569127626845317,96,28,0.9167901594309816,0,Casual Dining,1
313,3.0507014868309152,38,137,0.6318318065348814,0,Casual Dining,2
314,4.92529682935585,47,29,0.6049388358343946,0,QSR,1
315,4.671960241024411,93,65,0.9631600243789848,1,Fine Dining,1
316,4.391948412187396,42,122,0.8467404381786892,0,Fine Dining,2
317,3.8179058888285398,38,56,0.8357627885291106,0,Bakery,2
318,3.3465886401416913,88,71,0.733647619314225,0,Casual Dining,1
319,3.3128740853421723,32,118,0.6883486296467553,1,Fine Dining,0
320,3.5004857963291904,12,100,0.7778455972393195,0,Bakery,1
321,4.098453329412241,54,32,0.5602831747108336,0,Casual Dining,0
322,4.4291918454001244,17,120,0.7273562805415539,0,Cafe,0
323,4.320394753435463,95,147,0.7276838522327405,1,QSR,1
324,3.5598677938918857,38,67,0.7691682564721326,0,Bakery,0
325,4.909730561326388,11,30,0.8173428071836011,1,QSR,0
326,4.475793833391537,59,100,0.9786591829926811,0,Cafe,0
327,4.108708105022801,74,24,0.8260845635458784,1,Fine Dining,0
328,4.223441492468704,29,25,0.9418625759767058,1,Casual Dining,0
329,3.83920012485558,61,136,0.7781519307345819,0,Fine Dining,0
330,3.495461979002315,94,61,0.8134639413137449,0,QSR,1
331,3.711945357302523,46,100,0.5349184765547847,0,Fine Dining,1
332,4.515692220928738,81,22,0.5666318614422078,1,Fine Dining,2
333,3.0287869772595117,36,79,0.7898352175987697,0,Bakery,0
334,3.2321452810138327,56,112,0.6978564349790146,0,Bakery,1
335,3.0920052840435055,15,68,0.8994052599327509,0,Cafe,1
336,3.08145760463794,69,53,0.771588937437088,1,Bakery,0
337,4.710921168022015,54,56,0.9411455194756689,0,Bakery,1
338,4.407315718760048,53,61,0.9861658392311456,0,Bakery,1
339,3.9483476581746504,92,20,0.5738175925607425,0,Bakery,1
340,3.195668321302003,27,122,0.6974138758278132,0,Cafe,1
341,3.9832317502336645,74,129,0.8324905126190154,0,Bakery,1
342,3.946943541561131,34,53,0.6527443777001749,1,Bakery,3
343,3.3464037398200306,36,20,0.6335161688607476,0,QSR,2
344,3.867703298475946,16,72,0.9068692803144183,0,Bakery,0
345,3.797009468794747,53,41,0.9901892345293715,0,Cafe,1
346,4.231700196104433,38,35,0.8869016656237407,1,Cafe,0
347,4.270187301735287,53,138,0.7618383114020568,0,Fine Dining,1
348,3.090608019544089,45,105,0.7212556159726573,1,Bakery,2
349,3.7492252292529424,28,61,0.7698238602651825,0,Casual Dining,0
350,4.251719831428472,15,90,0.7314198510938679,0,Fine Dining,0
351,4.006272517160175,34,136,0.7514440283928341,1,Cafe,0
352,4.712979682376645,40,39,0.6017265252646138,0,Fine Dining,0
353,4.31738726323789,18,127,0.9518709746546639,1,Casual Dining,2
354,3.3258688541628594,93,149,0.8772675007616341,1,QSR,1
355,3.1411374948008595,83,26,0.84048871134661,0,Casual Dining,1
356,4.284838556412631,46,28,0.9749624854872365,0,Fine Dining,1
357,3.053022621083244,36,46,0.642197165956419,0,Bakery,0
358,4.171551162546926,22,149,0.5405797054468071,1,QSR,0
359,4.880460482849915,50,104,0.9130693301776658,0,Casual Dining,3
360,4.150948355751758,75,79,0.9992084818246274,0,Bakery,1
361,3.776339852413044,94,131,0.7892162190100998,0,Casual Dining,1
362,4.286576436884706,33,105,0.5294046939563409,1,Cafe,2
363,3.9165057809830333,53,149,0.8902340200774705,0,Bakery,0
364,4.09123357863187,69,102,0.5368745244229207,0,Cafe,2
365,4.88292961755305,18,123,0.7700069931296406,0,QSR,1
366,3.7722052756015483,11,107,0.6387662371052636,1,QSR,0
367,4.922381127647828,65,39,0.9575133902961976,0,QSR,0
368,4.8107012839121275,39,145,0.7256656066297424,0,QSR,0
369,3.391582269578593,31,117,0.9492316742392767,0,Cafe,0
370,3.138722601750331,84,70,0.6495405426272838,0,Cafe,0
371,3.2015560027548533,90,107,0.6936812919106756,0,Fine Dining,0
372,3.0364436513030997,22,82,0.9735595941235402,0,Fine Dining,0
373,3.188885921511857,80,108,0.6006572254658177,0,Cafe,1
374,4.366013546832714,25,108,0.7892505758255726,0,QSR,0
375,3.1423772969204578,54,111,0.6942551642800556,0,Fine Dining,0
376,3.6379512605875224,74,95,0.8870834425343637,0,Bakery,1
377,4.689750621938909,20,45,0.5646481855856786,1,Cafe,2
378,3.046543871471652,79,127,0.7186074845023342,0,Bakery,3
379,4.628936965177871,29,27,0.8494663134226316,0,QSR,1
380,3.5637095495468,72,61,0.70350811750308,0,Cafe,0
381,3.2363296552433125,99,138,0.5292658696376884,0,Fine Dining,1
382,4.393474330728301,21,127,0.8525561306676719,1,Fine Dining,3
383,4.257885693559768,71,139,0.7515991638424915,0,Bakery,2
384,4.754944027054106,51,65,0.5056543433400502,0,Cafe,2
385,4.470142087607772,92,111,0.8063279476141865,1,QSR,2
386,4.606961860769697,78,93,0.9599405112643933,1,Casual Dining,2
387,3.564069145142613,67,115,0.5555129741058444,1,Casual Dining,0
388,3.3548790875594454,14,37,0.7953356175045845,0,QSR,1
389,4.501229503281717,36,134,0.8643344408813152,0,Fine Dining,1
390,4.613669478534528,37,91,0.5353868350701527,1,Casual Dining,0
391,4.981010284001346,35,65,0.5113077290820931,1,QSR,3
392,3.825235353822853,58,57,0.7320979333224736,0,Bakery,0
393,3.7440361715855666,30,149,0.8955933436171819,1,Fine Dining,0
394,4.5528259214839935,10,28,0.5803597050496642,0,QSR,0
395,3.6816070805060357,67,127,0.9183186361074615,0,Bakery,1
396,4.86151465120713,88,117,0.828288627711798,0,Cafe,1
397,4.716825503686024,64,38,0.6660866438942428,0,Casual Dining,0
398,3.8579880547500367,90,90,0.7579128992462247,0,Casual Dining,2
399,4.501742135582995,35,58,0.9827874898633693,0,Casual Dining,0
400,4.5090857481693645,93,61,0.6082184853161694,0,QSR,1
401,3.206247737671865,34,109,0.7497676988720201,0,Cafe,1
402,4.805105813359133,86,126,0.8122432780538104,0,QSR,3
403,4.010504744895714,42,115,0.5690073027378331,1,QSR,2
404,4.6529149322154835,98,51,0.5217610443116548,0,Cafe,0
405,3.6400992020612235,81,145,0.5067299764657356,1,Bakery,1
406,4.791046456992401,78,43,0.6623464283000081,0,Fine Dining,3
407,3.778403357468326,15,43,0.5369736472424327,1,Casual Dining,0
408,3.0216753029605967,32,139,0.9018849762705573,0,Cafe,0
409,4.810763952838528,39,37,0.9986597635808729,1,Bakery,2
410,3.182573353572267,87,60,0.5306519108672321,0,Cafe,1
411,3.6386272751808297,63,106,0.7163631379667198,0,Fine Dining,3
412,4.90012393410161,96,101,0.5128660614912874,0,Cafe,1
413,4.901214293875112,20,52,0.5669954453786317,1,Cafe,1
414,4.146875776246572,40,43,0.661461280455337,1,Bakery,3
415,4.263674424339598,15,80,0.6968491065288249,0,Casual Dining,0
416,3.8968910439566393,20,74,0.96989147321432,0,Casual Dining,1
417,3.586421543396129,86,103,0.6979184043784479,1,Bakery,2
418,3.657329090739832,21,138,0.748138829528701,1,Bakery,1
419,4.345036912154077,75,91,0.6227916841369332,0,QSR,0
420,4.50474905887536,62,93,0.5000625693782877,1,QSR,1
421,4.583158087451697,45,148,0.9496672283665676,0,Fine Dining,1
422,4.579236285589108,26,104,0.5408573785181524,1,QSR,3
423,3.1824122060973807,37,115,0.9821244205181145,1,QSR,0
